Trans. Date,Post Date,Description,Amount,Category
4/8/2024,4/8/2024,CCBILL.COM 888-5969279 AZ,18.06,Merchandise
4/8/2024,4/8/2024,POSHMARK 650-488-7740 CAAPPLE PAY ENDING IN 1455,34.28,Merchandise
4/8/2024,4/8/2024,POSHMARK 650-488-7740 CAAPPLE PAY ENDING IN 1455,62.79,Merchandise
4/8/2024,4/8/2024,SQ *DONUT DELITE SAN MATEO CA0001152921513866580236,4.43,Merchandise
4/9/2024,4/9/2024,CONSULATE GENERAL OF CHI SAN FRANCISCOCA,140,Services
4/9/2024,4/9/2024,DD *TAQUERIALASPENCAS 6506819470 CA,12.33,Restaurants
4/9/2024,4/9/2024,MCDONALDS 1386 SAN MATEO CA,2.83,Restaurants
4/10/2024,4/10/2024,A&A GAS BURLINGAME CA,3.34,Gasoline
4/10/2024,4/10/2024,A&A GAS BURLINGAME CA,54.02,Gasoline
4/10/2024,4/10/2024,CHENG & TSUI COMPANY 8005541963 MA,142.62,Merchandise
4/10/2024,4/10/2024,CHENG & TSUI COMPANY 8005541963 MA,175.39,Merchandise
4/10/2024,4/10/2024,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
4/10/2024,4/10/2024,SAPORE EXPRESS SAN MATEO CA,48.5,Restaurants
4/11/2024,4/11/2024,FIVE GUYS CA 1370 QSR BURLINGAME CA,15.76,Restaurants
4/11/2024,4/11/2024,SAFEWAY #1547 BURLINGAME CA,14.82,Supermarkets
4/11/2024,4/11/2024,SQ *TENNIS STATION BUR BURLINGAME CA0001152921513877302832,233.29,Merchandise
4/12/2024,4/12/2024,CITY OF BURLINGAME-PARKI BURLINGAME CA,1,Services
4/12/2024,4/12/2024,WALGREENS #12257 BURLINGAME CA,15.34,Merchandise
4/13/2024,4/13/2024,CCBILL.COM 888-5969279 AZ,10.62,Merchandise
4/13/2024,4/13/2024,CCBILL.COM 888-5969279 AZ,15.95,Merchandise
4/14/2024,4/14/2024,K ON THE GO MILPITAS CA,14.84,Restaurants
4/14/2024,4/14/2024,OAKLEY B004 MILPITAS CA,280.57,Medical Services
4/14/2024,4/14/2024,TARGET 00011221091 SAN MATEO CA,77.68,Supermarkets
4/15/2024,4/15/2024,THE UPS STORE 2354 BURLINGAME CA,92.72,Services
4/16/2024,4/16/2024,AMAZON.COM*YT3SL0013 AMZN.COM/BILLWA3PETS5NAOKX,23.69,Merchandise
4/16/2024,4/16/2024,BONOBOS BONOBOS.COM OH,85.52,Merchandise
4/16/2024,4/16/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.54,Merchandise
4/16/2024,4/16/2024,TST* LAO TABLE - SAN F SAN FRANCISCOCA00011872017164395393AA,101,Restaurants
4/17/2024,4/17/2024,A&A GAS BURLINGAME CA,53.36,Gasoline
4/17/2024,4/17/2024,SQ *PAGAN IDOL SAN FRANCISCOCA0001152921513897119289,62.93,Restaurants
4/18/2024,4/18/2024,CCBILL.COM 888-5969279 AZ,18.07,Merchandise
4/18/2024,4/18/2024,INTERNET PAYMENT - THANK YOU,-2026.51,Payments and Credits
4/18/2024,4/18/2024,TST* THE NAPPER TANDY SAN FRANCISCOCA,46.6,Restaurants
4/19/2024,4/19/2024,CREPEVINE MT VIEW MOUNTAIN VIEWCA,38.37,Restaurants
4/19/2024,4/19/2024,CVS/PHARMACY #05131 SAN FRANCISCOCA,6.18,Merchandise
4/19/2024,4/19/2024,MAISON ALYZEE MV MOUNTAIN VIEWCA,19,Restaurants
4/19/2024,4/19/2024,WWW.CVS.COM 800-746-7287 RI,23.67,Merchandise
4/20/2024,4/20/2024,SP TAGWEARSTORE 8189172397 CA,30.43,Merchandise
4/21/2024,4/21/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWF5BZ7Q0A0,105.99,Merchandise
4/21/2024,4/21/2024,CCBILL.COM 888-5969279 AZ,13.81,Merchandise
4/22/2024,4/22/2024,CCBILL.COM 888-5969279 AZ,10.62,Merchandise
4/23/2024,4/23/2024,JFF PUBLICATIONS WILTON MANORSFL,12.99,Merchandise
4/23/2024,4/23/2024,OTF SOUTH SAN FRAN 1266 650-8262009 CA,22,Travel/ Entertainment
4/23/2024,4/23/2024,OTF SOUTH SAN FRAN 1266 650-8262009 CA,22,Travel/ Entertainment
4/25/2024,4/25/2024,AMAZON.COM*AW2N44LF3 AMZN.COM/BILLWA2T4YYCE31SJ,23.69,Merchandise
4/26/2024,4/26/2024,ONLYFANS.COM*A 8886880458 FL,4.99,Merchandise
4/26/2024,4/26/2024,ONLYFANS.COM*A 8886880458 FL,4.99,Merchandise
4/26/2024,4/26/2024,ONLYFANS.COM*A 8886880458 FL,10,Merchandise
4/27/2024,4/27/2024,ADOBE *ADOBE 408-536-6000 CA,29.99,Merchandise
4/27/2024,4/27/2024,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
4/27/2024,4/27/2024,ONLYFANS 8886880458 FL,12.99,Merchandise
4/29/2024,4/29/2024,ONLYFANS.COM*A 8886880458 FL,5,Merchandise
4/30/2024,4/30/2024,NORDSTROM DIRECT #0808 CEDAR RAPIDS IA,141.42,Department Stores
5/1/2024,5/1/2024,CHATGPT SUBSCRIPTION 4158799686 CA,20,Merchandise
5/1/2024,5/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
5/1/2024,5/3/2024,SPOTIFY P2BDDD9F25 8777781161 NY,5.99,Merchandise
5/2/2024,5/2/2024,ONEPASS 877-515-9364 MN413832,273.6,Services
5/2/2024,5/3/2024,AUTOZONE #2854 SAN MATEO CA,14.48,Automotive
5/2/2024,5/3/2024,BREAKING POINTS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
5/2/2024,5/3/2024,USPS PO 0510350110 BURLINGAME CA,38.29,Government Services
5/3/2024,5/3/2024,AUTOMATIC STATEMENT CREDIT,-40.6,Awards and Rebate Credits
5/3/2024,5/3/2024,USCUSTOMS TRUSTEDTRAVELE INDIANAPOLIS IN,100,Government Services
5/4/2024,5/4/2024,SQ *DRIP STUDIO HNL HONOLULU HI0001152921513989381865,9.27,Restaurants
5/5/2024,5/5/2024,GOSCOOTSCOOTER RENTAL 857-277-9757 CA,5.4,Travel/ Entertainment
5/5/2024,5/5/2024,HONOLULU HOLO CARD 808-768-4656 HI,30,Travel/ Entertainment
5/5/2024,5/5/2024,INTERNET PAYMENT - THANK YOU,-1229.23,Payments and Credits
5/5/2024,5/5/2024,PUPUKEA FOODLAND #27 HALEIWA HI,7.84,Supermarkets
5/5/2024,5/5/2024,SQ *PREMIUM MATCHA CAF HONOLULU HI0001152921513992385612,7.23,Restaurants
5/5/2024,5/5/2024,TST* ISLAND VINTAGE CO HALEIWA HI00032123017525861948AA,10.85,Restaurants
5/6/2024,5/6/2024,DAIRY QUEEN #42592 HONOLULU HI,11.4,Restaurants
5/6/2024,5/6/2024,NORDSTROM #0047 HONOLULU HI,109.88,Department Stores
5/7/2024,5/7/2024,TST* BAREFOOT BEACH CA HONOLULU HI00111865017557712160AA,14.66,Restaurants
5/7/2024,5/7/2024,TST* BAREFOOT BEACH CA HONOLULU HI00111865017557656812AA,39.51,Restaurants
5/8/2024,5/8/2024,ABC #35 HAWAII HONOLULU HI,53.63,Supermarkets
5/9/2024,5/9/2024,PY *TONKATSU TAMAFUJI - HONOLULU HI,60.98,Restaurants
5/10/2024,5/10/2024,AMY'S HALLMARK #430 HONOLULU HI,4.31,Merchandise
5/10/2024,5/10/2024,KAI COFFEE ALOHILANI - K HONOLULU HI,10.24,Restaurants
5/10/2024,5/10/2024,KUALOA RANCH - FF KANEOHE HI,29.32,Travel/ Entertainment
5/10/2024,5/10/2024,MALIE - ALA MOANA HONOLULU HI,42.04,Merchandise
5/10/2024,5/10/2024,MONI - MOANA HONOLULU HI,37.75,Merchandise
5/10/2024,5/10/2024,TARGET 00028704091 HONOLULU HI,25.12,Supermarkets
5/10/2024,5/10/2024,UBER TRIP 866-576-1039 CA,13.92,Travel/ Entertainment
5/10/2024,5/10/2024,WALMART STORE 03478 HONOLULU HI,5.7,Merchandise
5/11/2024,5/11/2024,ABC #35 HAWAII HONOLULU HI,20.75,Supermarkets
5/11/2024,5/11/2024,ABC #45 HAWAII HONOLULU HI,14.64,Merchandise
5/11/2024,5/11/2024,CONS WARD 16 F&B HONOLULU HI,10.5,Restaurants
5/11/2024,5/11/2024,CONS- WARD 16 HONOLULU HI,24,Travel/ Entertainment
5/11/2024,5/11/2024,LUPICIA HAWAII HONOLULU HI,26.7,Merchandise
5/11/2024,5/11/2024,SQ *ALA MOANA POI BOWL HONOLULU HI0001152921514041999778,20.89,Restaurants
5/11/2024,5/11/2024,SQ *HONOLULU COOKIE CO HONOLULU HI0001152921514041860833,34.4,Merchandise
5/11/2024,5/11/2024,TARGET 00028704091 HONOLULU HI,12.57,Supermarkets
5/11/2024,5/11/2024,TST* BLUE NOTE - HAWAI HONOLULU HI00092271017621144834AA,55.6,Restaurants
5/11/2024,5/11/2024,UBER TRIP 866-576-1039 CA,15.6,Travel/ Entertainment
5/11/2024,5/11/2024,UBER TRIP* TRIP 8665761039 CA,4,Travel/ Entertainment
5/11/2024,5/11/2024,USPS PO 1424140013 HONOLULU HI,29,Government Services
5/11/2024,5/11/2024,USPS PO 1424140013 HONOLULU HI,81,Government Services
5/11/2024,5/11/2024,WAIKIKI FOOD HALL HONOLULU HI,25.05,Restaurants
5/11/2024,5/11/2024,WALMART STORE 03478 HONOLULU HI,10.1,Merchandise
5/11/2024,5/11/2024,WALMART STORE 03478 HONOLULU HI,23.96,Merchandise
5/12/2024,5/12/2024,ABC #33 HAWAII HONOLULU HI,22.39,Merchandise
5/12/2024,5/12/2024,SQ *CAFE GLACE HAWAII HONOLULU HI0001152921514047084513,21.37,Restaurants
5/12/2024,5/12/2024,UBER TRIP 866-576-1039 CA,2,Travel/ Entertainment
5/12/2024,5/12/2024,WAFFLE AND BERRY HONOLULU HI,33.92,Restaurants
5/13/2024,5/13/2024,AMAZON.COM*2050J6XD3 AMZN.COM/BILLWA56Q77I740PH,23.69,Merchandise
5/13/2024,5/13/2024,ONLYFANS 8886880458 FL,7,Merchandise
5/13/2024,5/13/2024,ONLYFANS.COM*A 8886880458 FL,7.8,Merchandise
5/13/2024,5/13/2024,UBER TRIP 866-576-1039 CA,54.76,Travel/ Entertainment
5/14/2024,5/14/2024,ONLYFANS.COM*A 8886880458 FL,20,Merchandise
5/14/2024,5/14/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.54,Merchandise
5/17/2024,5/17/2024,UBER TRIP 866-576-1039 CA,10.95,Travel/ Entertainment
5/18/2024,5/18/2024,INTERNET PAYMENT - THANK YOU,-1365.39,Payments and Credits
5/18/2024,5/18/2024,ONLYFANS 8886880458 FL,7.99,Merchandise
5/18/2024,5/18/2024,ONLYFANS.COM*A 8886880458 FL,9.99,Merchandise
5/21/2024,5/21/2024,ONLYFANS 8886880458 FL,15.99,Merchandise
5/21/2024,5/21/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS5.00 @ 00000000.6560000 AUD,3.28,Travel/ Entertainment
5/21/2024,5/21/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS14.35 @ 00000000.6564460 AUD,9.42,Travel/ Entertainment
5/21/2024,5/21/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS15.98 @ 00000000.6564456 AUD,10.49,Travel/ Entertainment
5/22/2024,5/22/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS3.00 @ 00000000.6533333 AUD,1.96,Travel/ Entertainment
5/24/2024,5/24/2024,ONLYFANS.COM*A 8886880458 FL,6.75,Merchandise
5/25/2024,5/25/2024,AMAZON.COM*WD5RZ6IG3 AMZN.COM/BILLWA6RWXJN4S4GY,23.69,Merchandise
5/25/2024,5/25/2024,ONLYFANS 8886880458 FL,15,Merchandise
5/25/2024,5/25/2024,ONLYFANS.COM*A 8886880458 FL,11.99,Merchandise
5/26/2024,5/26/2024,FLASHROUTERS 866-509-5817 NJ,30,Merchandise
5/27/2024,5/27/2024,ADOBE *ADOBE 408-536-6000 CA,29.99,Merchandise
5/27/2024,5/27/2024,GOOGLE *NBALEAGUEPASS 855-836-3987 CAP127SNAI,24.37,Services
5/29/2024,5/29/2024,GOOGLE *WELLTECH APPS 855-836-3987 CAP12AXUDN,38.56,Services
5/31/2024,6/3/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS14.39 @ 00000000.6553162 AUD,9.43,Travel/ Entertainment
6/1/2024,6/1/2024,OPENAI *CHATGPT SUBSCR 4158799686 CA,20,Merchandise
6/1/2024,6/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
6/1/2024,6/3/2024,SPOTIFY P2CAA18780 8777781161 NY,5.99,Merchandise
6/2/2024,6/2/2024,ONEPASS 877-515-9364 MN460802,273.6,Services
6/2/2024,6/3/2024,BREAKING POINTS-LOCALS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
6/3/2024,6/3/2024,ALIPAY BEIJING CHN2163.00 @ 00000000.1383033 CNY,299.15,Department Stores
6/3/2024,6/3/2024,AUTOMATIC STATEMENT CREDIT,-23.51,Awards and Rebate Credits
6/4/2024,6/4/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS5.00 @ 00000000.6560000 AUD,3.28,Travel/ Entertainment
6/4/2024,6/4/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS5.00 @ 00000000.6560000 AUD,3.28,Travel/ Entertainment
6/4/2024,6/4/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS36.91 @ 00000000.6561907 AUD,24.22,Travel/ Entertainment
6/5/2024,6/5/2024,PAMF PA ONLINE BILL PAY 877-252-1777 CA,15,Medical Services
6/6/2024,6/6/2024,ONLYFANS.COM*A 8886880458 FL,9.99,Merchandise
6/6/2024,6/6/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS38.46 @ 00000000.6573063 AUD,25.28,Travel/ Entertainment
6/9/2024,6/9/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS42.25 @ 00000000.6501775 AUD,27.47,Travel/ Entertainment
6/9/2024,6/9/2024,UBER TRIP HELP.UBER.COM SYDNEY AUS82.55 @ 00000000.6500303 AUD,53.66,Travel/ Entertainment
6/10/2024,6/10/2024,UBER TRIP 866-576-1039 CA,37.93,Travel/ Entertainment
6/11/2024,6/11/2024,AMAZON.COM*PA4O72AM3 AMZN.COM/BILLWA1W5JBHMI3DZ,23.69,Merchandise
6/11/2024,6/11/2024,CARBON HEALTH 4152002133 CA,15,Medical Services
6/11/2024,6/11/2024,DD *TAQUERIANAYARITA 6506819470 CA,24.8,Restaurants
6/11/2024,6/11/2024,INTERNET PAYMENT - THANK YOU,-920.18,Payments and Credits
6/11/2024,6/11/2024,WL *STEAM PURCHASE 425-889-9642 WA00016J165PIQC001001,59.99,Merchandise
6/12/2024,6/12/2024,MOSCONE CENTER F&B SAN FRANCISCOCA,5.16,Restaurants
6/12/2024,6/12/2024,ONLYFANS 8886880458 FL,15,Merchandise
6/12/2024,6/12/2024,ONLYFANS.COM*A 8886880458 FL,5.39,Merchandise
6/12/2024,6/12/2024,UBER TRIP 866-576-1039 CA,7.58,Travel/ Entertainment
6/12/2024,6/12/2024,UBER TRIP 866-576-1039 CA,12.89,Travel/ Entertainment
6/13/2024,6/13/2024,"CENTRAL COMPUTERS, INC SAN FRANCISCOCA",32.53,Services
6/13/2024,6/13/2024,"CENTRAL COMPUTERS, INC SAN FRANCISCOCA",37.91,Services
6/14/2024,6/14/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.54,Merchandise
6/15/2024,6/15/2024,SQ *HIGH SOCIETY'S FIN SAN JOSE CA0001152921514224456688,34.18,Services
6/15/2024,6/15/2024,TST* VIETNOMS - FIRST SAN JOSE CA00138139018317011312AA,29.85,Restaurants
6/16/2024,6/16/2024,SQ *ZAREEN'S RESTAURAN REDWOOD CITY CA0001152921514227505835,72.55,Restaurants
6/17/2024,6/17/2024,AMAZON.COM*QL1603I83 AMZN.COM/BILLWA5FX6EEZJW4R,8.76,Merchandise
6/17/2024,6/17/2024,BONOBOS BONOBOS.COM OH,285.92,Merchandise
6/19/2024,6/19/2024,CAFFE STELLATO BURLINGAME CA,8.28,Restaurants
6/19/2024,6/19/2024,UNIQLO USA LLC NEW YORK NY,65.32,Merchandise
6/19/2024,6/19/2024,UNIQLO USA LLC NEW YORK NY,207.67,Merchandise
6/20/2024,6/20/2024,AMAZON.COM*XL3UW2VC3 AMZN.COM/BILLWAFW2BG12I3LI,21.34,Merchandise
6/20/2024,6/20/2024,THE DISTRICT BARBERS D 9292652995 NY,61,Services
6/21/2024,6/21/2024,AMK OAKLAND COLISEUM CLU OAKLAND CA,24.08,Restaurants
6/21/2024,6/21/2024,EBONY BEAUTY SUPPLY SAN FRANCISCOCA,10,Merchandise
6/21/2024,6/21/2024,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
6/21/2024,6/21/2024,MACYS HILLSDALE SAN MATEO CA,165,Department Stores
6/21/2024,6/21/2024,SQ *OF MONTREAL TOURIN HILLSBOROUGH NC0002305843019998629304,72,Travel/ Entertainment
6/21/2024,6/21/2024,TST* THE UC THEATRE BERKELEY CA,5.75,Restaurants
6/21/2024,6/21/2024,UNIQLO USA LLC UNIQLO  SAN MATEO CA,224.55,Merchandise
6/24/2024,6/24/2024,COCOBERRY ICE-CREAM LI TSIM SHA TSUIHKG35.00 @ 00000000.1280805 HKD,4.48,Restaurants
6/24/2024,6/24/2024,UBER TRIP 866-576-1039 CA,3,Travel/ Entertainment
6/24/2024,6/24/2024,UBERBV UBER TRIP HELP.UB HELP.UBER.COMNL15.00 @ 00000000.1300000 HKD,1.95,Travel/ Entertainment
6/24/2024,6/24/2024,UBERBV UBER TRIP HELP.UB HELP.UBER.COMNL140.14 @ 00000000.1300842 HKD,18.23,Travel/ Entertainment
6/25/2024,6/25/2024,HAAM DIM HONG KONG HKG70.00 @ 00000000.1300000 HKD,9.1,Merchandise
6/25/2024,6/25/2024,UBERBV UBER TRIP HELP.UB HELP.UBER.COMNL70.57 @ 00000000.1300836 HKD,9.18,Travel/ Entertainment
6/27/2024,6/27/2024,ADOBE *ADOBE 408-536-6000 CA,29.99,Merchandise
6/27/2024,6/27/2024,GOOGLE *NBALEAGUEPASS 855-836-3987 CAP12TW7W3,24.37,Merchandise
6/27/2024,6/27/2024,ONLYFANS.COM*A 8886880458 FL,15.99,Merchandise
6/30/2024,6/30/2024,FEVOGM - NEW YORK NEW YORK NY,139.52,Merchandise
7/1/2024,7/1/2024,OPENAI *CHATGPT SUBSCR 4158799686 CA,20,Merchandise
7/1/2024,7/1/2024,TM *TICKETMASTER 415-421-8497 CANCA/70-14354,57.93,Travel/ Entertainment
7/1/2024,7/3/2024,PAYPAL *C P 888-221-1161 CA,43.26,Services
7/1/2024,7/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
7/1/2024,7/3/2024,SPOTIFY P2D682D6A5 8777781161 NY,5.99,Merchandise
7/2/2024,7/2/2024,ONEPASS 877-515-9364 MN511733,273.6,Services
7/2/2024,7/3/2024,BREAKING POINTS-LOCALS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
7/2/2024,7/3/2024,GOFUNDME 1ST BORN GONE GOFUNDME.COM CA,101,Services
7/2/2024,7/3/2024,UBERBV UBER TRIP HELP.UB HELP.UBER.COMNL5.00 @ 00000000.1300000 HKD,0.65,Travel/ Entertainment
7/2/2024,7/3/2024,WALGREENS #0625 MILLBRAE CA,8.74,Merchandise
7/3/2024,7/3/2024,APF*PEAK LIVING PROPERTY 206-737-8170 WAAPF*PEAK LIVING PROPERTY,50,Services
7/3/2024,7/3/2024,AUTOMATIC STATEMENT CREDIT,-28.9,Awards and Rebate Credits
7/3/2024,7/3/2024,GOOGLE *FI X78MLH G.CO/HELPPAY#CAP1370FBR,70.43,Services
7/3/2024,7/3/2024,INTERNET PAYMENT - THANK YOU,-2378.13,Payments and Credits
7/4/2024,7/4/2024,COURSERA.ORG 6509639884 CA,49,Education
7/5/2024,7/5/2024,VALVE BELLEVUE WA,80.99,Merchandise
7/7/2024,7/7/2024,JFF PUBLICATIONS WILTON MANORSFL,25.99,Merchandise
7/7/2024,7/7/2024,JFF PUBLICATIONS WILTON MANORSFL,35.99,Merchandise
7/8/2024,7/8/2024,SAFEWAY #1547 BURLINGAME CA,57.67,Supermarkets
7/8/2024,7/8/2024,WALGREENS #0625 MILLBRAE CA,20.95,Merchandise
7/9/2024,7/9/2024,AMAZON.COM*R751Z8Y11 AMZN.COM/BILLWA20IETPHFUOU,21.34,Merchandise
7/9/2024,7/9/2024,COURSERA.ORG 6509639884 CA,9.99,Education
7/9/2024,7/9/2024,COURSERA.ORG 6509639884 CA,9.99,Education
7/10/2024,7/10/2024,ARCO#04495SINO AMERICAN SAN MATEO CA,55.26,Gasoline
7/11/2024,7/11/2024,ONLYFANS.COM*A 8886880458 FL,7.99,Merchandise
7/12/2024,7/12/2024,COURSERA.ORG 6509639884 CA,49,Education
7/12/2024,7/12/2024,SAFEWAY #0970 SAN MATEO CA,48.86,Supermarkets
7/12/2024,7/12/2024,SUTTR HLTH PCR MHO HOSP 855-398-1633 CA,200,Medical Services
7/13/2024,7/13/2024,ONLYFANS 8886880458 FL,15,Merchandise
7/13/2024,7/13/2024,ONLYFANS.COM*A 8886880458 FL,15,Merchandise
7/16/2024,7/16/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.54,Merchandise
7/18/2024,7/18/2024,SAFEWAY #1547 BURLINGAME CA,55.81,Supermarkets
7/19/2024,7/19/2024,CAFE ISTANBUL MILLBRAE CA,33.69,Restaurants
7/19/2024,7/19/2024,LINKEDIN PRE*P71063356 LNKD.IN/BILL CAP71063356,43.43,Merchandise
7/19/2024,7/19/2024,QUICKQUACK* O 379B08DE 8887722792 CA,24.99,Automotive
7/20/2024,7/20/2024,SAFEWAY #1547 BURLINGAME CA,66.19,Supermarkets
7/20/2024,7/20/2024,SEE TICKETS 3239080607 CA,40.2,Travel/ Entertainment
7/21/2024,7/21/2024,JFF PUBLICATIONS WILTON MANORSFL,20.99,Merchandise
7/22/2024,7/22/2024,SAFEWAY #1547 BURLINGAME CA,49.41,Supermarkets
7/23/2024,7/23/2024,EZPASSVA SERVICE 877-7627824 VAITEM TRANSFERRED FROM PREV ACCOUNT,-13.47,Payments and Credits
7/26/2024,7/26/2024,GOOGLE *NBALEAGUEPASS 855-836-3987 CAP13HFPHN,24.37,Merchandise
7/27/2024,7/27/2024,ADOBE *ADOBE 408-536-6000 CA,29.99,Merchandise
7/27/2024,7/27/2024,ONLYFANS.COM*A 8886880458 FL,10,Merchandise
7/27/2024,7/27/2024,SQ *PAPITO HAYES SAN FRANCISCOCA0001152921514355460917,30.33,Restaurants
7/27/2024,7/27/2024,TARGET 00011221091 SAN MATEO CA,92.59,Supermarkets
7/28/2024,7/28/2024,AMAZON MKTPL*RV25R5XY0 AMZN.COM/BILLWA7CLQ0UOVI1O,65.76,Merchandise
7/28/2024,7/28/2024,AMAZON.COM*RV07O4PX0 AMZN.COM/BILLWA2NNC2TPON05,45.57,Merchandise
7/28/2024,7/28/2024,GUMROAD.CO* STATQUEST 4156951023 CA,20,Merchandise
7/28/2024,7/28/2024,GUMROAD.CO* STATQUEST 4156951023 CA,44.8,Merchandise
7/29/2024,7/29/2024,AMAZON MKTPL*RV4BN7622 AMZN.COM/BILLWA16X74C49MC5,76.72,Merchandise
7/30/2024,7/30/2024,SQ *ZAREEN'S RESTAURAN REDWOOD CITY CA0001152921514369475160,37.09,Restaurants
7/31/2024,7/31/2024,TARGET 00011221091 SAN MATEO CA,17.75,Supermarkets
8/1/2024,8/1/2024,GOOGLE *6 PACK PROMISE 855-836-3987 CAP13TCL2I,3.17,Merchandise
8/1/2024,8/1/2024,JFF PUBLICATIONS WILTON MANORSFL,25.99,Merchandise
8/1/2024,8/1/2024,OPENAI *CHATGPT SUBSCR 4158799686 CA,20,Merchandise
8/1/2024,8/1/2024,TM *TICKETMASTER 415-421-8497 CANCA/31-12958,312.6,Travel/ Entertainment
8/1/2024,8/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
8/1/2024,8/3/2024,SPOTIFY P2E3145028 8777781161 NY,5.99,Merchandise
8/2/2024,8/2/2024,ONEPASS 877-515-9364 MN566915,273.6,Services
8/2/2024,8/3/2024,BREAKING POINTS-LOCALS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
8/2/2024,8/3/2024,SAFEWAY #1547 BURLINGAME CA,41.15,Supermarkets
8/3/2024,8/3/2024,1XDATASPELL SAN MATEO CA,59,Merchandise
8/3/2024,8/3/2024,AUTOMATIC STATEMENT CREDIT,-28,Awards and Rebate Credits
8/3/2024,8/3/2024,INTERNET PAYMENT - THANK YOU,-2511.3,Payments and Credits
8/3/2024,8/3/2024,SQ *ROY'S STATION COFF SAN JOSE CA0001152921514383841384,13.44,Restaurants
8/4/2024,8/5/2024,GOOGLE *6 PACK PROMISE 855-836-3987 CAP13TCL2I,-3.17,Payments and Credits
8/5/2024,8/5/2024,FIVE GUYS CA 1370 QSR BURLINGAME CA,34.82,Restaurants
8/7/2024,8/7/2024,CAFFE CENTRAL BURLINGAME CA,32.75,Restaurants
8/8/2024,8/8/2024,JFF PUBLICATIONS WILTON MANORSFL,21.98,Merchandise
8/11/2024,8/11/2024,CENTURY THEATRES 494 SAN BRUNO CA049400906393,11.1,Travel/ Entertainment
8/11/2024,8/11/2024,SAFEWAY #1547 BURLINGAME CA,72.86,Supermarkets
8/11/2024,8/11/2024,UNIQLO USA LLC NEW YORK NY,131.25,Merchandise
8/12/2024,8/12/2024,GOOGLE *GOOGLE ONE 855-836-3987 CAP14ASHUK,2.11,Merchandise
8/14/2024,8/14/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,108.56,Merchandise
8/15/2024,8/15/2024,24 HOUR FITNESS - 813 - SAN MATEO CA,71.23,Travel/ Entertainment
8/15/2024,8/15/2024,AMC 0447 MERCADO 20 SANTA CLARA CA,36.12,Travel/ Entertainment
8/15/2024,8/15/2024,ONLYFANS.COM*A 8886880458 FL,11.99,Merchandise
8/16/2024,8/16/2024,ONLYFANS.COM*A 8886880458 FL,10,Merchandise
8/16/2024,8/16/2024,SAFEWAY #1547 BURLINGAME CA,27.52,Supermarkets
8/16/2024,8/16/2024,TARGET 00011221091 SAN MATEO CA,68.63,Supermarkets
8/17/2024,8/17/2024,CAFFE CENTRAL BURLINGAME CA,25.56,Restaurants
8/17/2024,8/17/2024,SQ *PATRICKS FAMOUS PI VALLEJO CA0001152921514433987513,49.2,Restaurants
8/17/2024,8/17/2024,SQ *PRIMO'S GOURMET FO BURLINGAME CA0001152921514433965534,10,Supermarkets
8/17/2024,8/17/2024,TST*KABAB & CURRYS - I SANTA CLARA CA00109049019565503587AA,218.8,Restaurants
8/18/2024,8/18/2024,CAPN MIKES HOLY SMOKE ROHNERT PARK CA,104.3,Merchandise
8/18/2024,8/18/2024,PHANTOGRAM SHOP 8449137510 CA,102.99,Merchandise
8/18/2024,8/18/2024,SPIRIT HALLOWEEN 60973 609-798-0949 CA01843P,145,Merchandise
8/18/2024,8/18/2024,SQ *VOLCANO KIMCHI SAN FRANCISCOCA0001152921514438250156,15,Supermarkets
8/18/2024,8/18/2024,TST*B STAR SAN FRANCISCOCA00003059019585011213AA,421.39,Restaurants
