Trans. Date,Post Date,Description,Amount,Category,Year
9/3/2021,9/3/2021,TST* BEST QUALITY DAUGHT SAN ANTONIO TX,125.03,Restaurants,2021
9/4/2021,9/4/2021,JIFFY LUBE #1807 PHOENIX AZ,93.71,Automotive,2021
9/5/2021,9/5/2021,INTERNET PAYMENT - THANK YOU,-1253.96,Payments and Credits,2021
9/5/2021,9/5/2021,LAZ PARKING 340137-LUKE 858-587-8888 AZ,10,Services,2021
9/5/2021,9/5/2021,QT 407 PHOENIX AZ0040702DNAXPWTE,29.12,Gasoline,2021
9/5/2021,9/5/2021,TST* AINSWORTH PHOENIX AZ,80,Restaurants,2021
9/5/2021,9/5/2021,WALMART SC 02112 SCOTTSDALE AZ,28.16,Merchandise,2021
9/6/2021,9/6/2021,PRIME VIDEO*2G9AC2CO1 888-802-3080 WA4WWO5UY57M7,14.99,Merchandise,2021
9/6/2021,9/6/2021,VEGAN HOUSE PHOENIX AZ,60,Restaurants,2021
9/7/2021,9/7/2021,AMAZON.COM*2G8KE5OH0 AMZN.COM/BILLWA1JIZVW8KGTQ,27.15,Merchandise,2021
9/7/2021,9/7/2021,OFFICEMAX/DEPOT 6188 SCOTTSDALE AZ,30.94,Merchandise,2021
9/7/2021,9/7/2021,WALMART SC 02766 SCOTTSDALE (NAZ,122.55,Merchandise,2021
9/8/2021,9/8/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,2.97,Restaurants,2021
9/8/2021,9/8/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,8.64,Restaurants,2021
9/8/2021,9/8/2021,CCBILL.COM 888-5969279 AZ,11,Merchandise,2021
9/8/2021,9/8/2021,CVS/PHARMACY #09297 PHOENIX AZAPPLE PAY ENDING IN 4775,53,Merchandise,2021
9/8/2021,9/8/2021,FANDANGO 866-857-5191 CAAPPLE PAY ENDING IN 4775,25.58,Travel/ Entertainment,2021
9/8/2021,9/8/2021,TMOBILE*POSTPAID PDA 800-937-8997 WA911600776,86.25,Services,2021
9/9/2021,9/9/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZAPPLE PAY ENDING IN 4775,8.59,Restaurants,2021
9/9/2021,9/9/2021,CIRCLE K 00114 PHOENIX AZ00946R,28.76,Gasoline,2021
9/9/2021,9/9/2021,THE TACO SPOT TEMPE AZ,48.5,Restaurants,2021
9/10/2021,9/10/2021,CAFE RIO 0084 SCOTTSDALE SCOTTSDALE AZ,11.87,Restaurants,2021
9/10/2021,9/10/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZAPPLE PAY ENDING IN 4775,11.71,Restaurants,2021
9/10/2021,9/10/2021,INTERNET PAYMENT - THANK YOU,-925.18,Payments and Credits,2021
9/10/2021,9/10/2021,WILDERNESS DTPHX PHOENIX AZ,60,Restaurants,2021
9/11/2021,9/11/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW68F776WA0,24.36,Merchandise,2021
9/11/2021,9/11/2021,BASILIC VIETNAMESE BAR PHOENIX AZ,60,Restaurants,2021
9/11/2021,9/11/2021,PARKMOBILE 770-818-9036 GAAPPLE PAY ENDING IN 4775455077960,1.85,Services,2021
9/11/2021,9/11/2021,PARKMOBILE 770-818-9036 GAAPPLE PAY ENDING IN 4775455089061,1.85,Services,2021
9/11/2021,9/11/2021,PARKMOBILE 770-818-9036 GAAPPLE PAY ENDING IN 4775455092750,1.85,Services,2021
9/11/2021,9/11/2021,PY *AZ ICLF 602-258-0109 AZPY *AZ ICLF,80,Services,2021
9/11/2021,9/11/2021,SQ *GIANT COFFEE PHOENIX AZAPPLE PAY ENDING IN 47750002305843014550413401,10.33,Restaurants,2021
9/11/2021,9/11/2021,SQ *MIGHTY MOO ICE CRE YOUNGTOWN AZ0001152921510548067930,19.15,Restaurants,2021
9/11/2021,9/11/2021,STAPLES 00102632105 PHOENIX AZAPPLE PAY ENDING IN 4775,144.92,Merchandise,2021
9/12/2021,9/12/2021,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,15.89,Merchandise,2021
9/12/2021,9/12/2021,PAYPAL *VIZMEDIALLC 888-221-1161 CA,1.99,Merchandise,2021
9/12/2021,9/12/2021,U HAUL STORE 0082427 804-3584978 VA,1130,Merchandise,2021
9/13/2021,9/13/2021,SHELL 57442225306 TEMPE AZ,35.9,Gasoline,2021
9/13/2021,9/13/2021,STAPLES 00102616105 GLENDALE AZAPPLE PAY ENDING IN 4775,1.85,Merchandise,2021
9/13/2021,9/13/2021,STAPLES 00102616105 GLENDALE AZAPPLE PAY ENDING IN 4775,15.27,Merchandise,2021
9/14/2021,9/14/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,2.7,Restaurants,2021
9/14/2021,9/14/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZAPPLE PAY ENDING IN 4775,5.93,Restaurants,2021
9/14/2021,9/14/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,8.82,Restaurants,2021
9/14/2021,9/14/2021,CCBILL.COM 888-5969279 AZ,3,Merchandise,2021
9/15/2021,9/15/2021,SP * WIDE WORLD MAPS & 6022792323 AZ,82.37,Merchandise,2021
9/15/2021,9/15/2021,TACO BELL #23057 PHOENIX AZ,16.81,Restaurants,2021
9/16/2021,9/16/2021,ACE PARKING 1309 SAN DIEGO CA,2,Services,2021
9/16/2021,9/16/2021,BOSA 8TH/B SAN DIEGO CA,30,Services,2021
9/16/2021,9/16/2021,GLENNS MARKET SAN DIEGO CA,7.49,Supermarkets,2021
9/16/2021,9/16/2021,ROXY'S TACOS SAN DIEGO CA,25,Restaurants,2021
9/16/2021,9/16/2021,SHELL 57442518304 GILA BEND AZ,27.38,Gasoline,2021
9/16/2021,9/16/2021,SHELL 57442736005 SAN DIEGO CA,1.61,Gasoline,2021
9/16/2021,9/16/2021,SQ *HOLSEM COFFEE SAN DIEGO CA0002305843014572475252,6.75,Restaurants,2021
9/16/2021,9/16/2021,SQ *NORTH END COFFEEHO YUMA AZ0001152921510561442057,9.63,Restaurants,2021
9/16/2021,9/16/2021,SQ *OBSERVATORY NORTH LA MESA CA0001152921510564111901,7,Supermarkets,2021
9/17/2021,9/17/2021,7-ELEVEN 26201 MESA AZ,1.09,Gasoline,2021
9/17/2021,9/17/2021,ABC BICYCLES & JET SKI R MESA AZ,59.57,Merchandise,2021
9/17/2021,9/17/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW6DH65BYA0,5.29,Merchandise,2021
9/17/2021,9/17/2021,CIRCLE K 05187 YUMA AZ01772R,5.78,Gasoline,2021
9/17/2021,9/17/2021,CIRCLE K 05187 YUMA AZ01747R,21.78,Gasoline,2021
9/17/2021,9/17/2021,IN N OUT BURGER 128 SAN DIEGO CA,8.62,Restaurants,2021
9/17/2021,9/17/2021,INTERNET PAYMENT - THANK YOU,-925.99,Payments and Credits,2021
9/17/2021,9/17/2021,JAMES BLAKE MERCH SAN DIEGO CA,50,Merchandise,2021
9/17/2021,9/17/2021,MESA DRUMMER BAR & GRILL MESA AZ,20,Restaurants,2021
9/17/2021,9/17/2021,MTS- PRONTO 619-595-5636 CA6588551817,30,Travel/ Entertainment,2021
9/17/2021,9/17/2021,PAYPAL *AIRBNB HM2YDHF 402-935-7733 CA,86.74,Travel/ Entertainment,2021
9/17/2021,9/17/2021,SQ *ORO BREWING COMPAN MESA AZ0001152921510568447558,30,Restaurants,2021
9/18/2021,9/18/2021,ARCO #42463 AMPM MESA AZ,31.15,Gasoline,2021
9/18/2021,9/18/2021,LYFT *1 RIDE 09-16 855-865-9553 CA,10.67,Travel/ Entertainment,2021
9/18/2021,9/18/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,4.99,Merchandise,2021
9/18/2021,9/18/2021,TST* WORTH TAKEAWAY MESA AZAPPLE PAY ENDING IN 4775,15.95,Restaurants,2021
9/19/2021,9/19/2021,SAFEWAY #2821 GLENDALE AZAPPLE PAY ENDING IN 4775,58.37,Supermarkets,2021
9/19/2021,9/19/2021,WALMART SC 02113 PHOENIX AZ,213.94,Merchandise,2021
9/19/2021,9/19/2021,ZUKIS PITA LLC PHOENIX AZ,30,Restaurants,2021
9/20/2021,9/20/2021,SALAD AND GO #1117 PHOENIX AZ,12.47,Restaurants,2021
9/20/2021,9/20/2021,TARGET PHOENIX AZAPPLE PAY ENDING IN 4775,5.42,Merchandise,2021
9/20/2021,9/20/2021,TST* RAMEN HOOD SCOTTSDALE AZ,18.25,Restaurants,2021
9/20/2021,9/20/2021,TST* WOW WOW HAWAIIAN LE GLENDALE AZ,13.29,Restaurants,2021
9/21/2021,9/21/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZAPPLE PAY ENDING IN 4775,6.47,Restaurants,2021
9/22/2021,9/22/2021,"COCONUT'S FISH CAFE, SCO SCOTTSDALE AZ",30.44,Restaurants,2021
9/22/2021,9/22/2021,MUSICAL INSTRUMENT MUSEU PHOENIX AZ,67,Services,2021
9/22/2021,9/22/2021,PP*PP ROKU FOR CRUNCHYR 402-935-7733 CA,7.99,Services,2021
9/22/2021,9/22/2021,U-HAUL MOVING & STORAGE 800-789-3638 AZ,126.55,Services,2021
9/23/2021,9/23/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZAPPLE PAY ENDING IN 4775,8.09,Restaurants,2021
9/23/2021,9/23/2021,CAVIAR*BOP AND ROLL 6506819470 CAAPPLE PAY ENDING IN 4775,47.89,Restaurants,2021
9/23/2021,9/23/2021,CIRCLE K 00114 PHOENIX AZ02308R,32.98,Gasoline,2021
9/23/2021,9/23/2021,U-HAUL MOVING & STORAGE 800-789-3638 AZ,85.79,Travel/ Entertainment,2021
9/23/2021,9/23/2021,WALGREENS #5893 PHOENIX AZ,37.98,Merchandise,2021
9/24/2021,9/24/2021,CIRCLE K 00114 PHOENIX AZ02457R,6.08,Gasoline,2021
9/24/2021,9/24/2021,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,20.57,Restaurants,2021
9/24/2021,9/24/2021,TARGET TOLLESON AZ,71.75,Supermarkets,2021
9/25/2021,9/25/2021,AMZN MKTP US*2G2048UX2 AMZN.COM/BILLWA2O0OKSKY6VK,13.74,Merchandise,2021
9/25/2021,9/25/2021,CLR*STRETCHZONE480687187 480-687-1874 TXCLR*STRETCHZONE480687187,320,Medical Services,2021
9/25/2021,9/25/2021,INTERNET PAYMENT - THANK YOU,-1500,Payments and Credits,2021
9/25/2021,9/25/2021,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,26.97,Restaurants,2021
9/26/2021,9/26/2021,SQ *HOT DAISY PIZZA PHOENIX AZ0001152921510603415746,4.34,Restaurants,2021
9/26/2021,9/26/2021,THE ARROGANT BUTCHER PHOENIX AZ,75,Restaurants,2021
9/26/2021,9/26/2021,WALGREENS #5893 PHOENIX AZ,33.82,Merchandise,2021
9/27/2021,9/27/2021,PAYPAL *COUPLECENTS 402-935-7733 CA,9.99,Services,2021
9/27/2021,9/27/2021,SAFEWAY #2651 PHOENIX AZAPPLE PAY ENDING IN 4775,24.72,Supermarkets,2021
9/27/2021,9/27/2021,SLICE*HOTDAISYPIZZA 8889749928 NY,39.5,Restaurants,2021
9/28/2021,9/28/2021,USPS CHANGE OF ADDRESS 800-238-3150 TN,1.1,Government Services,2021
9/28/2021,9/28/2021,USPS CHANGE OF ADDRESS 800-238-3150 TN,1.1,Government Services,2021
9/28/2021,9/28/2021,USPS CHANGE OF ADDRESS 800-238-3150 TN,1.1,Government Services,2021
9/28/2021,9/28/2021,USPS CHANGE OF ADDRESS 800-238-3150 TN,1.1,Government Services,2021
9/29/2021,9/29/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW6J5JFWTA0,10.59,Merchandise,2021
9/29/2021,9/29/2021,AZ MVD WEB 602-217-0072 AZ,25,Government Services,2021
9/29/2021,9/29/2021,AZ VEHICLE EMISSIONS PHOENIX AZ,17,Automotive,2021
9/29/2021,9/29/2021,CIRCLE K 01569 PHOENIX AZ02961R,33.01,Gasoline,2021
9/29/2021,9/29/2021,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,21.44,Restaurants,2021
9/29/2021,9/29/2021,SAFEWAY #2651 PHOENIX AZAPPLE PAY ENDING IN 4775,18.48,Supermarkets,2021
9/29/2021,9/29/2021,WALGREENS #5893 PHOENIX AZ,20.71,Merchandise,2021
9/30/2021,9/30/2021,TEMPE MVD TEMPE AZ,111.51,Government Services,2021
9/30/2021,10/3/2021,CCBILL.COM 888-5969279 AZ,4.99,Merchandise,2021
9/30/2021,10/3/2021,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,24.96,Restaurants,2021
9/30/2021,10/3/2021,SAFEWAY #1549 SCOTTSDALE AZ,4.85,Supermarkets,2021
10/1/2021,10/3/2021,GYRO 101 SCOTTSDALE AZ,23.2,Restaurants,2021
10/1/2021,10/3/2021,NETFLIX.COM NETFLIX.COM CA51939963204,14.83,Services,2021
10/1/2021,10/3/2021,PAYPAL *RAILCDC 402-935-7733 CA,100,Services,2021
10/1/2021,10/3/2021,SPOTIFY P17410D70A 8777781161 NY,9.99,Merchandise,2021
10/2/2021,10/3/2021,KRYSTAL AND SAAGAR 2025317527 DC,10,Merchandise,2021
10/2/2021,10/3/2021,SQ *ABEE NETH TEMPE AZ0001152921510628100397,30.82,Services,2021
10/2/2021,10/3/2021,WALGREENS #5893 PHOENIX AZ,20.09,Merchandise,2021
10/3/2021,10/3/2021,PAYPAL *HULU 402-935-7733 CA,11.99,Services,2021
10/3/2021,10/3/2021,TST* COMICX RESTAURANT B PHOENIX AZ,76.89,Restaurants,2021
10/4/2021,10/4/2021,SAFEWAY #2651 PHOENIX AZ,11.97,Supermarkets,2021
10/4/2021,10/4/2021,STARBUCKS STORE 05326 PHOENIX AZC7D8D844F518694271,8.91,Restaurants,2021
10/5/2021,10/5/2021,INTERNET PAYMENT - THANK YOU,-1682.31,Payments and Credits,2021
10/5/2021,10/5/2021,PANDA EXPRESS 1185 SCOTTSDALE AZ,11.21,Restaurants,2021
10/5/2021,10/5/2021,STATE FARM INSURANCE 800-956-6310 IL,84.85,Services,2021
10/5/2021,10/5/2021,TOCAYA KIERLAND COMMOMS SCOTTSDALE AZ,13.6,Restaurants,2021
10/5/2021,10/5/2021,WALMART SC 02515 PHOENIX (EASTAZ,12.97,Merchandise,2021
10/5/2021,10/5/2021,WALMART SC 02515 PHOENIX (EASTAZ,23.79,Merchandise,2021
10/6/2021,10/6/2021,AQUA SCIENCE - AQUASCIEN TEMPE AZ,189.95,Services,2021
10/6/2021,10/6/2021,THE HOME DEPOT #0477 PHOENIX AZ,5.4,Home Improvement,2021
10/6/2021,10/6/2021,WALMART SC 02515 PHOENIX (EASTAZ,42.46,Merchandise,2021
10/7/2021,10/7/2021,CVS/PHARMACY #09252 SCOTTSDALE AZ,6,Merchandise,2021
10/7/2021,10/7/2021,WALMART FUEL 02766 SCOTTSDALE AZ,28.19,Gasoline,2021
10/7/2021,10/7/2021,WALMART SC 02766 SCOTTSDALE (NAZ,32.09,Merchandise,2021
10/8/2021,10/8/2021,CAFE RIO 0084 SCOTTSDALE SCOTTSDALE AZ,12.84,Restaurants,2021
10/8/2021,10/8/2021,CCBILL.COM 888-5969279 AZ,11,Merchandise,2021
10/8/2021,10/8/2021,VIET SHACK LLC TEMPE AZ00829R,4.78,Restaurants,2021
10/9/2021,10/9/2021,ATI4523-010849955 310-627-2866 CAAPPLE PAY ENDING IN 4775,4,Travel/ Entertainment,2021
10/9/2021,10/9/2021,GOODWILL # 187 TEMPE AZ,1.24,Merchandise,2021
10/9/2021,10/9/2021,JOBOT COFFEE PHOENIX AZ,8,Restaurants,2021
10/9/2021,10/9/2021,PAYPAL *MYFICO COM 402-935-7733 CA,31.75,Services,2021
10/9/2021,10/9/2021,SANTAMADRETACOSHOP TEMPE AZ,29.49,Restaurants,2021
10/10/2021,10/10/2021,AMAZON.COM*271026X70 AMZN.COM/BILLWA6QNHOBYNV07,27.78,Merchandise,2021
10/10/2021,10/10/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW6N22SQSA0,42.39,Merchandise,2021
10/10/2021,10/10/2021,"LOWE'S OF S. SCOTTSDALE, SCOTTSDALE AZ",161.61,Home Improvement,2021
10/11/2021,10/11/2021,BASKETBALL MONSTER 262-684-9090 WI,69.95,Merchandise,2021
10/11/2021,10/11/2021,PAYPAL *NEWEGGCOM 402-935-7733 CA,20.62,Merchandise,2021
10/11/2021,10/11/2021,PAYPAL *NEWEGGCOM 402-935-7733 CA,173.81,Merchandise,2021
10/12/2021,10/12/2021,PAYPAL *GAMERSNEXUS 402-935-7733 CA,124.99,Travel/ Entertainment,2021
10/12/2021,10/12/2021,PAYPAL *VIZMEDIALLC 888-221-1161 CA,1.99,Merchandise,2021
10/14/2021,10/14/2021,AMAZON.COM*2751M5IF0 AMZN.COM/BILLWA165YQNKHUIE,31.87,Merchandise,2021
10/14/2021,10/14/2021,CHEBA HUT- PHOENIX AZ OL PHOENIX AZ,13.45,Restaurants,2021
10/14/2021,10/14/2021,PAYPAL *CREATORWARE 402-935-7733 CA,44.98,Merchandise,2021
10/15/2021,10/15/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW6N3DV6SA0,15.89,Merchandise,2021
10/15/2021,10/15/2021,SAFEWAY #2651 PHOENIX AZ,84.14,Supermarkets,2021
10/16/2021,10/16/2021,CIRCLE K 08841 PHOENIX AZ01628R,34.35,Gasoline,2021
10/17/2021,10/17/2021,AMZN MKTP US*2Y2H57JD1 AMZN.COM/BILLWA2N8OWIZUJO6,39.68,Merchandise,2021
10/17/2021,10/17/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW6SBGS16A0,5.29,Merchandise,2021
10/17/2021,10/17/2021,PAYPAL *STEAM GAMES 402-935-7733 CA,59.99,Merchandise,2021
10/17/2021,10/17/2021,SQ *SUNVALLEYBEES SCOTTSDALE AZ0002305843014715920317,15.45,Supermarkets,2021
10/17/2021,10/17/2021,TMOBILE*AUTO PAY 800-937-8997 WA955036750,80,Services,2021
10/17/2021,10/17/2021,UBR POSTMATES 866-576-1039 CA,22.81,Restaurants,2021
10/18/2021,10/18/2021,SQ *PITA CAFE SCOTTSDALE AZ0002305843014719231735,26.69,Restaurants,2021
10/19/2021,10/19/2021,AJO ALS ME* AJO ALS ME 8887072469 AZ,19.28,Restaurants,2021
10/19/2021,10/19/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,6.13,Restaurants,2021
10/19/2021,10/19/2021,FRESHMINT SCOTTSDALE AZ01903R,35,Restaurants,2021
10/20/2021,10/20/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,10.45,Restaurants,2021
10/20/2021,10/20/2021,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0EQ8SVG,70.58,Services,2021
10/21/2021,10/21/2021,AMZN MKTP US*2Y7IO6Z42 AMZN.COM/BILLWA7EE3JBIA1TB,26.65,Merchandise,2021
10/21/2021,10/21/2021,JIMMY JOHNS - 2500 PHOENIX AZ,10.72,Restaurants,2021
10/21/2021,10/21/2021,PP*PP ROKU FOR CRUNCHYR 402-935-7733 CA,7.99,Services,2021
10/22/2021,10/22/2021,DICKS SPORTING GOODS#362 TEMPE AZ,103,Merchandise,2021
10/22/2021,10/22/2021,PANDA EXPRESS #1326 TEMPE AZ,12.57,Restaurants,2021
10/23/2021,10/23/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW6V37SW4A0,105.99,Merchandise,2021
10/23/2021,10/23/2021,CB LIVE F&B PHOENIX AZ,40,Restaurants,2021
10/23/2021,10/23/2021,UBR POSTMATES 866-576-1039 CA,17.54,Restaurants,2021
10/25/2021,10/25/2021,CLR*STRETCHZONE480687187 480-687-1874 TXCLR*STRETCHZONE480687187,320,Medical Services,2021
10/25/2021,10/25/2021,LTF*LIFE TIME MO DUES 888-430-6432 MN111888758-298D,16.15,Travel/ Entertainment,2021
10/25/2021,10/25/2021,SAFEWAY #2651 PHOENIX AZ,14.49,Supermarkets,2021
10/25/2021,10/25/2021,TST* BREAKFAST CLUB - BI PHOENIX AZ,39.08,Restaurants,2021
10/26/2021,10/26/2021,CIRCLE K 05325 PHOENIX AZ02623R,35.58,Gasoline,2021
10/26/2021,10/26/2021,TEACHING & LEARNING STUF PHOENIX AZ,48.86,Education,2021
10/26/2021,10/26/2021,TEHARU SUSHI. SCOTTSDALE AZ,30,Restaurants,2021
10/27/2021,10/27/2021,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0ECGHLN,24.37,Merchandise,2021
10/27/2021,10/27/2021,RADI8 HOT YOGA PHOENIX AZ,198.74,Travel/ Entertainment,2021
10/28/2021,10/28/2021,APPLE STORE #R292 SCOTTSDALE AZR292112081501,366.23,Merchandise,2021
10/29/2021,10/29/2021,0190 AMC DESERT RIDGE 18 PHOENIX AZ,17.14,Travel/ Entertainment,2021
10/29/2021,10/29/2021,CAFE RIO 0084 SCOTTSDALE SCOTTSDALE AZ,27.41,Restaurants,2021
10/29/2021,10/29/2021,TACO BELL 037539 MESA AZ,5.73,Restaurants,2021
10/29/2021,10/29/2021,TARGET PHOENIX AZ,92.77,Supermarkets,2021
10/30/2021,10/30/2021,CIRCLE K 05282 PHOENIX AZ03016R,4.88,Gasoline,2021
10/30/2021,10/30/2021,TARGET PHOENIX AZ,5.48,Merchandise,2021
10/30/2021,10/30/2021,TARGET PHOENIX AZ,8.13,Merchandise,2021
10/30/2021,11/1/2021,DICKS SPORTING GOODS#362 TEMPE AZ,-32.42,Payments and Credits,2021
11/1/2021,11/1/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,10.71,Restaurants,2021
11/1/2021,11/1/2021,NETFLIX.COM NETFLIX.COM CA52884692859,14.83,Services,2021
11/1/2021,11/3/2021,SPOTIFY P17C2D5552 8777781161 NY,9.99,Merchandise,2021
11/2/2021,11/3/2021,KRYSTAL AND SAAGAR 2025317527 DC,10,Merchandise,2021
11/3/2021,11/3/2021,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-43.38,Awards and Rebate Credits,2021
11/3/2021,11/3/2021,INTERNET PAYMENT - THANK YOU,-1000,Payments and Credits,2021
11/3/2021,11/3/2021,PAYPAL *HULU 402-935-7733 CA,12.99,Services,2021
11/3/2021,11/3/2021,STATE FARM INSURANCE 800-956-6310 IL,102.79,Services,2021
11/3/2021,11/3/2021,UBR POSTMATES 866-576-1039 CA,17.29,Restaurants,2021
11/3/2021,11/3/2021,WALMART SC 02515 PHOENIX (EASTAZ,34.59,Merchandise,2021
11/5/2021,11/5/2021,GREKA PITA PHOENIX AZ,14.98,Restaurants,2021
11/5/2021,11/5/2021,PAYPAL *UNIQLO USA 402-935-7733 CA,107.36,Merchandise,2021
11/5/2021,11/5/2021,STAPLES 00102632105 PHOENIX AZ,17.37,Merchandise,2021
11/6/2021,11/6/2021,INTERNET PAYMENT - THANK YOU,-1000,Payments and Credits,2021
11/6/2021,11/6/2021,TRADER JOE'S #090 QPS PHOENIX AZ,62.05,Supermarkets,2021
11/7/2021,11/7/2021,4041 CENTRAL PLAZA LLC WOODLAND HILLCA,5,Services,2021
11/7/2021,11/7/2021,OLLIE VAUGHN S PHOENIX AZ,9.78,Restaurants,2021
11/7/2021,11/7/2021,OLLIE VAUGHN S PHOENIX AZ,16.69,Restaurants,2021
11/7/2021,11/7/2021,SEE TICKETS *PHOENIX PRI 323-908-0607 CASEE TICKETS *PHOENIX PRI,35,Travel/ Entertainment,2021
11/7/2021,11/7/2021,STAPLES 00103929105 PHOENIX AZ,10.82,Merchandise,2021
11/8/2021,11/8/2021,WALGREENS #6063 PHOENIX AZ,50.46,Merchandise,2021
11/9/2021,11/9/2021,CITY OF RICHMOND 804-646-6452 VAB1L08I1020876,134.18,Government Services,2021
11/9/2021,11/9/2021,CVS/PHARMACY #09252 SCOTTSDALE AZ,20.83,Merchandise,2021
11/9/2021,11/9/2021,ICI*FEE RCHMND WEB PMT 866-342-9267 MAB1L08I1020878,3.96,Government Services,2021
11/9/2021,11/9/2021,SAFEWAY #1549 SCOTTSDALE AZ,41.34,Supermarkets,2021
11/9/2021,11/9/2021,SNOOZE 306 CIRCLE RECORD 720-547-8160 AZ,27.82,Restaurants,2021
11/9/2021,11/9/2021,"TENNIS WAREHOUSE, RACQUE 805-781-6464 GA",25,Merchandise,2021
11/10/2021,11/10/2021,TST* KAHVI 1 PHOENIX AZ,20.37,Restaurants,2021
11/12/2021,11/12/2021,PAYPAL *VIZMEDIALLC 888-221-1161 CA,1.99,Merchandise,2021
11/12/2021,11/12/2021,SNOOZE 306 CIRCLE RECORD 720-547-8160 AZ,34.92,Restaurants,2021
11/13/2021,11/13/2021,DARUMA SUSHI & RAMEN MESA AZ,50,Restaurants,2021
11/14/2021,11/14/2021,OFFICEMAX/DEPOT 6276 TEMPE AZ,44.31,Merchandise,2021
11/14/2021,11/14/2021,PP*EB PHOENIX PIZZA FES 888-221-1161 CA,15.33,Travel/ Entertainment,2021
11/14/2021,11/14/2021,PROVECHO LLC PHOENIX AZ,26.84,Restaurants,2021
11/14/2021,11/14/2021,SPIN MOBILITY SPIN.APP CA,0.15,Travel/ Entertainment,2021
11/14/2021,11/14/2021,SPIN MOBILITY SPIN.APP CA,8.62,Travel/ Entertainment,2021
11/14/2021,11/14/2021,SPIN MOBILITY SPIN.APP CA,10.1,Travel/ Entertainment,2021
11/14/2021,11/14/2021,SQ *FOXY FRUIT ACAI BO PHOENIX AZ0001152921510778104855,11.05,Restaurants,2021
11/14/2021,11/14/2021,SQ *INTO THE FIRE PIZZ PEORIA AZ0001152921510778856563,6.5,Travel/ Entertainment,2021
11/14/2021,11/14/2021,SQ *L'IMPASTO LLC GLENDALE AZ0001152921510778773196,6.01,Restaurants,2021
11/15/2021,11/15/2021,AMAZON.COM*QR44A6673 AMZN.COM/BILLWA1XUR5X09EIT,30,Merchandise,2021
11/15/2021,11/15/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,3.78,Restaurants,2021
11/15/2021,11/15/2021,DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,-1675.51,Payments and Credits,2021
11/16/2021,11/16/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW712259LA0,15.89,Merchandise,2021
11/16/2021,11/16/2021,CAFE RIO 0084 SCOTTSDALE SCOTTSDALE AZ,17.69,Restaurants,2021
11/16/2021,11/16/2021,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,9.1,Restaurants,2021
11/16/2021,11/16/2021,PP*TICKETFULFI SAN HOLO 402-935-7733 CA,140.26,Travel/ Entertainment,2021
11/17/2021,11/17/2021,SQ *F U T U R O PHOENIX AZ0001152921510786541447,9.6,Supermarkets,2021
11/17/2021,11/17/2021,SQ *STOOP KID PHOENIX AZ0001152921510786599124,13.8,Restaurants,2021
11/17/2021,11/17/2021,TMOBILE*AUTO PAY 800-937-8997 WA989020797,70,Services,2021
11/17/2021,11/17/2021,TST* 12 WEST BREWING- ME MESA AZ,8.8,Restaurants,2021
11/18/2021,11/18/2021,INTERNET PAYMENT - THANK YOU,-500,Payments and Credits,2021
11/18/2021,11/18/2021,SP * PHOENIX GENERAL 6026164676 AZ,27.16,Merchandise,2021
11/18/2021,11/18/2021,SPIN MOBILITY SPIN.APP CA,4.56,Travel/ Entertainment,2021
