Trans. Date,Post Date,Description,Amount,Category
3/5/2023,3/5/2023,AMZN MKTP US*H56C927E0 AMZN.COM/BILLWA3M2ST0SZ5VY,152.12,Merchandise
3/5/2023,3/5/2023,OBSIDIAN.MD 2262203323 CAN,10,Merchandise
3/5/2023,3/5/2023,SQ *HELLA KINKETSU HAYWARD CA0001152921512535172822,62.89,Services
3/5/2023,3/5/2023,TARGET 00014274091 SAN JOSE CA,10.93,Supermarkets
3/5/2023,3/5/2023,TCKTWEB*JAWNYWALLICE 800-965-4827 CA748228446EPS5E6Z,30.34,Travel/ Entertainment
3/6/2023,3/6/2023,APPLE.COM/BILL 866-712-7753 CAMMWD2S6439A0,9.99,Merchandise
3/6/2023,3/6/2023,ATI8363-030677116 310-627-2866 CAAPPLE PAY ENDING IN 1455,5,Travel/ Entertainment
3/6/2023,3/6/2023,CAFFE STELLATO BURLINGAME CA,8.34,Restaurants
3/6/2023,3/6/2023,CCBILL.COM 888-5969279 AZ,13.81,Merchandise
3/6/2023,3/6/2023,USPS PO 0510320110 BURLINGAME CA,17.1,Government Services
3/7/2023,3/7/2023,AMAZON.COM*HG6EN3ZP0 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,13.85,Merchandise
3/7/2023,3/7/2023,BIMBOS 365 CLUB SAN FRANCISCOCA,13.73,Restaurants
3/7/2023,3/7/2023,BIMBOS 365 CLUB SAN FRANCISCOCA,13.73,Restaurants
3/7/2023,3/7/2023,CCBILL.COM 888-5969279 AZ,4.51,Merchandise
3/7/2023,3/7/2023,CURRY LEAF SAN FRANCISCOCA,24.32,Restaurants
3/7/2023,3/7/2023,INTERNET PAYMENT - THANK YOU,-1079.82,Payments and Credits
3/7/2023,3/7/2023,SQ *AYURBLISS PHYSICAL SAN MATEO CA0001152921512541037226,68,Medical Services
3/8/2023,3/8/2023,TRADER JOE'S #170 QPS MILLBRAE CA,2.99,Supermarkets
3/8/2023,3/8/2023,TRADER JOE'S #170 QPS MILLBRAE CA,58.26,Supermarkets
3/8/2023,3/8/2023,UBER TRIP 866-576-1039 CA,48.9,Travel/ Entertainment
3/8/2023,3/8/2023,WALGREENS #0625 MILLBRAE CA,66.43,Merchandise
3/9/2023,3/9/2023,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0Q74KLW,64.99,Services
3/9/2023,3/9/2023,HOMEROOM TO GO OAKLAND CA,40.33,Restaurants
3/9/2023,3/9/2023,PP*COASTAL CURL OAKLAND CA,30,Services
3/10/2023,3/10/2023,TARGET.COM * 800-591-3869 MN,49.7,Merchandise
3/10/2023,3/10/2023,WALGREENS #0625 MILLBRAE CA,2.94,Merchandise
3/10/2023,3/10/2023,WALGREENS #0625 MILLBRAE CA,28.41,Merchandise
3/11/2023,3/11/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD31LF78A0,16.95,Merchandise
3/11/2023,3/11/2023,SQ *HAPA'S BREWING COM SAN JOSE CA0002305843017204153884,8.54,Restaurants
3/11/2023,3/11/2023,SUMUP *JOSE A MARTINEZ V CAMPBELL CA,9.88,Restaurants
3/12/2023,3/12/2023,CLR*YOGASIX6505342692 650-534-2692 CACLR*YOGASIX6505342692,36.59,Travel/ Entertainment
3/12/2023,3/12/2023,COURSRA9SQDK9PPG1VBLF 650-963-9884 CA,49,Education
3/12/2023,3/12/2023,PRIME VIDEO *HG9HR5TX2 888-802-3080 WA1NYMU5STVWY,0.99,Merchandise
3/12/2023,3/12/2023,TRADER JOE'S #078 QPS SANFRANCISCO CA,19.55,Supermarkets
3/12/2023,3/12/2023,WWW.DIGISTORE24.COM - 8003567947 FL,39,Merchandise
3/13/2023,3/13/2023,SQ *DONUT DELITE SAN MATEO CA0001152921512561484525,9.09,Merchandise
3/15/2023,3/15/2023,365 MARKET J 888 432-329 TROY MI,11.78,Restaurants
3/15/2023,3/15/2023,BART-PARKING MILLBRAE MILLBRAE CA,3,Services
3/15/2023,3/15/2023,OTF SOUTH SAN FRAN 1266 650-8262009 CA,4.4,Travel/ Entertainment
3/15/2023,3/15/2023,PAYPAL *CRUNCHYROLL 402-935-7733 CA,7.99,Services
3/15/2023,3/15/2023,SQ *FICTION COFFEE @ W SAN FRANCISCOCA0001152921512569931186,14.67,Supermarkets
3/15/2023,3/15/2023,TARGET 00027664091 SAN FRANCISCOCA,26.1,Supermarkets
3/15/2023,3/15/2023,WWW.WEWORK.COM 6467604450 NY,50.72,Services
3/16/2023,3/16/2023,8CHICK-FIL-A #04448 DALY CITY CA,14.93,Restaurants
3/16/2023,3/16/2023,CCBILL.COM 888-5969279 AZ,15.95,Merchandise
3/16/2023,3/16/2023,CLAIRE'S #6154 DALY CITY CA,134.04,Merchandise
3/16/2023,3/16/2023,UNIQLO USA LLC NEW YORK NY,109.44,Merchandise
3/17/2023,3/17/2023,PAMF PA ONLINE BILL PAY 877-252-1777 CA,938.85,Medical Services
3/17/2023,3/17/2023,THE BLACKSMITH REDWOOD CITY CA,48.56,Restaurants
3/17/2023,3/17/2023,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,111.63,Merchandise
3/18/2023,3/18/2023,CCBILL.COM 888-5969279 AZ,5.3,Merchandise
3/18/2023,3/18/2023,WHOLEFDS SMT 10150 SAN MATEO CA,75.81,Supermarkets
3/19/2023,3/19/2023,99 RANCH #1782 FOSTER CITY CA,2.18,Supermarkets
3/19/2023,3/19/2023,AMAZON.COM*HC36Y7EF2 AMZN.COM/BILLWA34CR0MRNJL8,15.19,Merchandise
3/19/2023,3/19/2023,AMZN MKTP US*HC2FL3H21 AMZN.COM/BILLWA5X42XPX36E6,5.47,Merchandise
3/19/2023,3/19/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD3HW7YFA0,5.29,Merchandise
3/19/2023,3/19/2023,ONEPASS 877-515-9364 MN77847,125.1,Services
3/19/2023,3/19/2023,SQ *SPECIAL POPUP MENLO PARK CA0001152921512584397815,33,Supermarkets
3/20/2023,3/20/2023,CHATGPT SUBSCRIPTION 4158799686 CA,20,Merchandise
3/20/2023,3/20/2023,OTF SOUTH SAN FRAN 1266 650-8262009 CA,130.76,Travel/ Entertainment
3/21/2023,3/21/2023,INTERNET PAYMENT - THANK YOU,-1079.82,Payments and Credits
3/21/2023,3/21/2023,TIXR* MIDWAYSF BOILER 8189626635 CA,55,Merchandise
3/22/2023,3/22/2023,ATI8363-032236444 310-627-2866 CAAPPLE PAY ENDING IN 1455,5,Travel/ Entertainment
3/22/2023,3/22/2023,O'REILLY AUTO PARTS 6178 SOUTH SAN FRACA,48.34,Automotive
3/22/2023,3/22/2023,O'REILLY AUTO PARTS 6178 SOUTH SAN FRACA,58.22,Automotive
3/22/2023,3/22/2023,TCKTWEB*CRUMBAUTOMATIC 800-965-4827 CA945734576F17G0X2,40.66,Travel/ Entertainment
3/22/2023,3/22/2023,TM *UNKNOWN MORTAL ORC 800-653-8000 CANCA/43-24774,53.25,Travel/ Entertainment
3/22/2023,3/22/2023,WOODLANDS MARKETS SAN FRANCISCOCA,58.95,Supermarkets
3/23/2023,3/23/2023,INTERNET PAYMENT - THANK YOU,-1582.05,Payments and Credits
3/24/2023,3/24/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD3KNN9SA0,6.35,Merchandise
3/24/2023,3/24/2023,CAFFE CENTRAL BURLINGAME CA,30.82,Restaurants
3/24/2023,3/24/2023,OTF SOUTH SAN FRAN 1266 650-8262009 CA,5.49,Travel/ Entertainment
3/24/2023,3/26/2023,CHATGPT SUBSCRIPTION 4158799686 CA,-20,Payments and Credits
3/25/2023,3/25/2023,CARLS JR SID 1101051 SAN JOSE CA,15.74,Restaurants
3/25/2023,3/25/2023,GP SPORTS - CA SAN JOSE CA,43.7,Merchandise
3/25/2023,3/25/2023,PACIFIC MOTORCYCLE TRAIN LIVERMORE CA,350,Education
3/26/2023,3/26/2023,CLR*STRETCHLAB SAN FRANCISCOCACLR*STRETCHLAB,17.36,Medical Services
3/26/2023,3/26/2023,SQ *NICK THE GREEK OYS SOUTH SAN FRACA0002305843017289917533,12.92,Restaurants
3/26/2023,3/26/2023,TARGET 00010546091 SAN BRUNO CA,72.47,Supermarkets
3/26/2023,3/26/2023,UNION 76 MILLBRAE CA,51.44,Gasoline
3/27/2023,3/27/2023,CITY OF SM PW PARKING ME SAN MATEO CA,1.5,Services
3/27/2023,3/27/2023,OTF SAN MATEO 650-4870404 CA,4.39,Travel/ Entertainment
3/27/2023,3/27/2023,SPROUTS FARMERS MARSSS DALY CITY CA,63.73,Supermarkets
3/28/2023,3/28/2023,BART-PARKING MILLBRAE MILLBRAE CA,3,Services
3/28/2023,3/28/2023,SQ *THE FILLMORE SAN F LOS ANGELES CA0002305843017301326405,31.86,Restaurants
3/28/2023,3/28/2023,TIXR* MIDWAYSF ELECTRI 8189626635 CA,68.78,Merchandise
3/28/2023,3/28/2023,UNIQLO USA LLC NEW YORK NY,87.68,Merchandise
3/28/2023,3/28/2023,UNKNOWN MORTAL ORCHEST 6502396947 ME,115.5,Merchandise
3/29/2023,3/29/2023,CCBILL.COM 888-5969279 AZ,11.16,Merchandise
3/29/2023,3/29/2023,STORE*BENS FAST FOOD 6506819470 CA,9.81,Restaurants
3/29/2023,3/29/2023,UBER TRIP 866-576-1039 CA,11.97,Travel/ Entertainment
3/29/2023,3/29/2023,UBER TRIP 866-576-1039 CA,13.94,Travel/ Entertainment
3/30/2023,3/30/2023,DISNEYPLUS 888-905-7888 CADISNEYPLUS,109.99,Services
3/30/2023,3/30/2023,MQ HEALTHY FAST FOOD MILLBRAE CA,16.12,Restaurants
4/1/2023,4/1/2023,CA ACAD. OF SCIENCES O SAN FRANCISCOCATXNREF12345,147.75,Services
4/1/2023,4/1/2023,CALIFORNIA ACAD SCIENCES SAN FRANCISCOCA,27.16,Merchandise
4/1/2023,4/1/2023,SPOTIFY P221EA32B1 8777781161 NY,4.99,Merchandise
4/1/2023,4/1/2023,SQ *LUCHO?S SAN FRANCISCOCA0001152921512631103478,30.51,Restaurants
4/1/2023,4/3/2023,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise
4/1/2023,4/3/2023,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
4/2/2023,4/2/2023,ONEPASS 877-515-9364 MN89085,125.1,Services
4/2/2023,4/2/2023,ONEPASS 877-515-9364 MN87520,139,Services
4/2/2023,4/2/2023,UBER TRIP 866-576-1039 CA,14.98,Travel/ Entertainment
4/2/2023,4/3/2023,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
4/3/2023,4/3/2023,AMAZON.COM*HS1342CV1 AMZN.COM/BILLWA1E81FBKFHJL,30.38,Merchandise
4/3/2023,4/3/2023,AMZN MKTP US*HS5FE4ER0 AMZN.COM/BILLWA4340TRTHK9K,45,Merchandise
4/3/2023,4/3/2023,AUTOMATIC STATEMENT CREDIT,-57.91,Awards and Rebate Credits
4/3/2023,4/3/2023,GOOGLE *YT PRIMETIME G.CO/HELPPAY#CAP0QJ0JW7,15.89,Services
4/3/2023,4/3/2023,SPROUTS FARMERS MARSSS DALY CITY CAAPPLE PAY ENDING IN 1455,54.61,Supermarkets
4/3/2023,4/3/2023,UNION STREET PLAZA GARAG SAN FRANCISCOCA,30,Services
4/5/2023,4/5/2023,CLAIRE'S #6827 SAN MATEO CA,26.3,Merchandise
4/5/2023,4/5/2023,CLR*RUMBLEBOX 415-651-2297 CACLR*RUMBLEBOX,35,Travel/ Entertainment
4/5/2023,4/5/2023,EDDYS MARKET SAN FRANCISCOCA,12.26,Supermarkets
4/5/2023,4/5/2023,INTERNET PAYMENT - THANK YOU,-2889.63,Payments and Credits
4/5/2023,4/5/2023,KJ PRODUCE MARKET SAN FRANCISCOCA,7.17,Supermarkets
4/5/2023,4/5/2023,KJ PRODUCE MARKET SAN FRANCISCOCA,7.98,Supermarkets
4/5/2023,4/5/2023,OBSIDIAN.MD 2262203323 CAN,10,Merchandise
4/5/2023,4/5/2023,TARGET 00011221091 SAN MATEO CA,10.66,Supermarkets
4/5/2023,4/5/2023,USPS PO 0510320110 BURLINGAME CA,16.94,Government Services
4/6/2023,4/6/2023,A MEDIUM CORPORATION 415-508-5008 CA,50,Services
4/6/2023,4/6/2023,AMZN MKTP US*HS5PF6200 AMZN.COM/BILLWAI0JU9V579DE,15.34,Merchandise
4/6/2023,4/6/2023,SQ *OCEANIC FOOT SPA BURLINGAME CA0001152921512650004010,40,Services
4/7/2023,4/7/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD4T3J6FA0,9.99,Merchandise
4/7/2023,4/7/2023,CAFFE CENTRAL BURLINGAME CA,25.88,Restaurants
4/7/2023,4/7/2023,TARGET 00011221091 SAN MATEO CA,31.37,Supermarkets
4/8/2023,4/8/2023,ANDERSEN BAKERY #03 SAN FRANCISCOCA,4.13,Merchandise
4/8/2023,4/8/2023,ANDERSEN BAKERY #03 SAN FRANCISCOCA,6.05,Merchandise
4/8/2023,4/8/2023,IMPARK00270201A SAN FRANCISCOCA00811R,20,Services
4/8/2023,4/8/2023,SP YN MOTO 5125372651 TX,127.94,Merchandise
4/9/2023,4/9/2023,CLR*YOGASIX6505342692 650-534-2692 CACLR*YOGASIX6505342692,3,Travel/ Entertainment
4/9/2023,4/9/2023,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0QT7VHG,64.99,Services
4/9/2023,4/9/2023,SPEEDWAY 04976 501 SERRA DALY CITY CAAPPLE PAY ENDING IN 1455,48.23,Gasoline
4/9/2023,4/9/2023,TST* RAD RADISH - HAYES SAN FRANCISCOCAAPPLE PAY ENDING IN 1455,6.43,Restaurants
4/9/2023,4/9/2023,TST* RAD RADISH - HAYES SAN FRANCISCOCAAPPLE PAY ENDING IN 1455,7.72,Restaurants
4/10/2023,4/10/2023,AMZN MKTP US*HS98J9992 AMZN.COM/BILLWA10V0LDVGEHP,16.65,Merchandise
4/10/2023,4/10/2023,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455,16.95,Merchandise
4/10/2023,4/10/2023,CARBON HEALTH 4152002133 CA,32.48,Medical Services
4/10/2023,4/10/2023,CARBON HEALTH 4152002133 CA,34.05,Medical Services
4/10/2023,4/10/2023,CLR*RUMBLEBOX 415-651-2297 CACLR*RUMBLEBOX,3,Travel/ Entertainment
4/10/2023,4/10/2023,CLR*RUMBLEBOX 415-651-2297 CACLR*RUMBLEBOX,8.72,Travel/ Entertainment
4/11/2023,4/11/2023,TARGET 00011221091 SAN MATEO CA,38.45,Supermarkets
4/12/2023,4/12/2023,AMZN MKTP US*HJ93E3E01 AMZN.COM/BILLWA1URTK5EZBVP,44.46,Merchandise
4/12/2023,4/12/2023,ETSY.COM BROOKLYN NY,34.28,Merchandise
4/12/2023,4/12/2023,ETSY.COM BROOKLYN NY,80.03,Merchandise
4/13/2023,4/13/2023,AMZN MKTP US*HJ60P7VT1 AMZN.COM/BILLWA75F0LN503JI,9.86,Merchandise
4/13/2023,4/13/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD54F3Z0A0,13.21,Merchandise
4/13/2023,4/13/2023,"LOWE'S OF SAN BRUNO, CA SAN BRUNO CA",23.91,Home Improvement
4/13/2023,4/13/2023,SP HOOOYI 3037328232 COAPPLE PAY ENDING IN 1455,56.76,Merchandise
4/14/2023,4/14/2023,2OAKLAND ARENA OAKLAND CA,32.97,Restaurants
4/14/2023,4/14/2023,CCBILL.COM 888-5969279 AZ,12.76,Merchandise
4/14/2023,4/14/2023,DELTA AIR LINES 18002211212 ESP,21.66,Travel/ Entertainment
4/14/2023,4/14/2023,DELTA AIR LINES 18002211212 ESP,21.66,Travel/ Entertainment
4/14/2023,4/14/2023,SAN FRANCISCO GIFT BASKE SAN FRANCISCOCA,9.22,Merchandise
4/14/2023,4/14/2023,SPROUTS FARMERS MARSSS DALY CITY CA,64.05,Supermarkets
4/14/2023,4/14/2023,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,80.04,Merchandise
4/15/2023,4/15/2023,CYCLE GEAR # 7 REDWOOD CITY CA,126.33,Merchandise
4/15/2023,4/15/2023,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
4/16/2023,4/16/2023,PAYPAL *CRUNCHYROLL 402-935-7733 CA,7.99,Services
4/17/2023,4/17/2023,AMAZON.COM*HJ7H69R52 AMZN.COM/BILLWA57IRUNRC7SV,19.72,Merchandise
4/17/2023,4/17/2023,AMZN MKTP US*HV6D31LD1 AMZN.COM/BILLWA14WFRYTH47Q,87.68,Merchandise
4/17/2023,4/17/2023,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455,7.41,Merchandise
4/17/2023,4/17/2023,CLR*RUMBLEBOX 415-651-2297 CACLR*RUMBLEBOX,3.27,Travel/ Entertainment
4/17/2023,4/17/2023,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,111.63,Merchandise
4/18/2023,4/18/2023,AMAZON.COM*HV4IJ05Z0 AMZN.COM/BILLWA29M6LQUY1BI,32.28,Merchandise
4/18/2023,4/18/2023,INTERNET PAYMENT - THANK YOU,-1494.12,Payments and Credits
4/18/2023,4/18/2023,TARGET 00011221091 SAN MATEO CA,50.28,Supermarkets
4/19/2023,4/19/2023,AMZN MKTP US*HV90Z6VC1 AMZN.COM/BILLWA6STDXXU2MRT,54.8,Merchandise
4/19/2023,4/19/2023,AMZN MKTP US*HV9ED2S00 AMZN.COM/BILLWA2XDC3WJ46KV,32.88,Merchandise
4/19/2023,4/19/2023,CLR*CLUBPILATE6507537022 650-753-7022 CACLR*CLUBPILATE6507537022,15.31,Travel/ Entertainment
4/19/2023,4/19/2023,SHELL57444214001 PALO ALTO CA,51.27,Gasoline
4/19/2023,4/19/2023,TACO BELL #28833 PALO ALTO CA,10.36,Restaurants
4/20/2023,4/20/2023,AMZN MKTP US*HV1OO79T0 AMZN.COM/BILLWA10EAGXVLDT8,47.06,Merchandise
4/20/2023,4/20/2023,CHIPOTLE 2028 SAN MATEO CA,10.58,Restaurants
4/20/2023,4/20/2023,WHOLEFDS SMT 10150 SAN MATEO CA,58.65,Supermarkets
4/20/2023,4/21/2023,AMZN MKTP US AMZN.COM/BILLWA5M9FP4POTTV,-44.46,Payments and Credits
4/21/2023,4/21/2023,SAFEWAY #1547 BURLINGAME CA,38.02,Supermarkets
4/21/2023,4/21/2023,SPROUTS FARMERS MARSSS DALY CITY CA,90.75,Supermarkets
4/21/2023,4/21/2023,WHOLEFDS SMT 10150 SAN MATEO CA,10.94,Supermarkets
4/22/2023,4/22/2023,AMZN MKTP US*HV1M40IE2 AMZN.COM/BILLWA1APFOI5XAOD,76.73,Merchandise
4/22/2023,4/22/2023,AMZN MKTP US*HV9NY89Q2 AMZN.COM/BILLWANOP9X4US30V,49.15,Merchandise
4/22/2023,4/22/2023,SP LONELY PLANET 7049712300 SC,12.95,Merchandise
4/22/2023,4/22/2023,SP LONELY PLANET 7049712300 SC,14.95,Merchandise
4/23/2023,4/23/2023,SQ *CURRY UP NOW REDWOOD CITY CA0001152921512707391632,26.23,Restaurants
4/23/2023,4/23/2023,SQ *NEIGHBOR SAN FRANCISCOCA0001152921512705647885,11.36,Restaurants
4/23/2023,4/23/2023,SQ *WOOLY PIG SAN FRANCISCOCA0002305843017457924686,8.52,Restaurants
4/25/2023,4/25/2023,ALASKA AIRLINES 2064333200 WA,63.9,Travel/ Entertainment
4/25/2023,4/25/2023,AMZN MKTP US*HF1PU7QE0 AMZN.COM/BILLWA17OPPZ38VUH,35.93,Merchandise
4/25/2023,4/25/2023,AMZN MKTP US*HF3HV8SM0 AMZN.COM/BILLWA2ZA3WREJCJF,40.31,Merchandise
4/25/2023,4/25/2023,ARCO#04495SINO AMERICAN SAN MATEO CA,48.88,Gasoline
4/25/2023,4/25/2023,DELTA AIR LINES 18002211212 CA,53.9,Travel/ Entertainment
4/25/2023,4/25/2023,SPROUTS FARMERS MARSSS DALY CITY CA,76.4,Supermarkets
4/25/2023,4/25/2023,THE SPORTS PAGE INC MOUNTAIN VIEWCA,49.83,Restaurants
4/26/2023,4/26/2023,AMZN MKTP US*HF1UJ6BP1 AMZN.COM/BILLWA7I8XIMJAU3F,119.49,Merchandise
4/26/2023,4/26/2023,CCBILL.COM 888-5969279 AZ,7.43,Merchandise
4/26/2023,4/26/2023,CCBILL.COM 888-5969279 AZ,13.81,Merchandise
4/26/2023,4/26/2023,OTF SOUTH SAN FRAN 1266 650-8262009 CA,22,Travel/ Entertainment
4/27/2023,4/27/2023,AFFIRM.COM PAYMENTS 8554233729 CA,51.52,Merchandise
4/28/2023,4/28/2023,BEST BUY 00001404295 SAN CARLOS CA,157.47,Merchandise
4/29/2023,4/29/2023,MIDWAY CATERING SAN FRANCISCOCA,36.23,Restaurants
4/29/2023,4/29/2023,SQ *MY FAVORITE SAN FRANCISCOCA0001152921512729075030,27.16,Merchandise
4/29/2023,4/29/2023,SQ *ROSE GOLD'S TATTOO SAN FRANCISCOCA0002305843017492799212,255.09,Merchandise
4/29/2023,4/29/2023,SQ *WAKE CUP* GOSQ.COM CAAPPLE PAY ENDING IN 14550001152921512729126492,13.91,Restaurants
4/29/2023,4/29/2023,TCB*MTA METER MTA P 415-701-2311 CA,2.34,Services
4/30/2023,4/30/2023,CLR*YOGASIX6505342692 650-534-2692 CACLR*YOGASIX6505342692,6,Travel/ Entertainment
4/30/2023,4/30/2023,UBER TRIP 866-576-1039 CA,12.15,Travel/ Entertainment
4/30/2023,4/30/2023,UBER TRIP 866-576-1039 CA,35.91,Travel/ Entertainment
5/1/2023,5/1/2023,AMAZON.COM*HM0XF3PK1 AMZN.COM/BILLWA1DY6V72UBYO,32.28,Merchandise
5/1/2023,5/1/2023,CHATGPT SUBSCRIPTION 4158799686 CA,20,Merchandise
5/1/2023,5/1/2023,FD *CA DMV 593 *SVC 800-777-0133 CA,0.7,Government Services
5/1/2023,5/1/2023,FD *CA DMV 593 *SVC 800-777-0133 CA,0.87,Government Services
5/1/2023,5/1/2023,FD *CA DMV 593 SAN MATEO CA,41,Government Services
5/1/2023,5/1/2023,SPOTIFY P22C8F28A6 8777781161 NY,4.99,Merchandise
5/1/2023,5/2/2023,FD *CA DMV 593 *SVC 800-777-0133 CA,-0.7,Payments and Credits
5/1/2023,5/3/2023,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,10.59,Merchandise
5/1/2023,5/3/2023,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
5/2/2023,5/2/2023,ONEPASS 877-515-9364 MN101843,125.1,Services
5/2/2023,5/2/2023,ONEPASS 877-515-9364 MN100417,139,Services
5/2/2023,5/3/2023,BROADWAY VALERO BURLINGAME CA,48.84,Gasoline
5/2/2023,5/3/2023,GOLDEN BOY PIZZA SM SAN MATEO CA,32.68,Restaurants
5/2/2023,5/3/2023,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
5/2/2023,5/3/2023,TCB*MTA METER MTA P 415-701-2311 CA,6,Services
5/3/2023,5/3/2023,AUTOMATIC STATEMENT CREDIT,-46.32,Awards and Rebate Credits
5/3/2023,5/3/2023,GOOGLE *YT PRIMETIME G.CO/HELPPAY#CAP0RU2YP6,15.89,Services
5/3/2023,5/3/2023,INTERNET PAYMENT - THANK YOU,-2069.29,Payments and Credits
5/3/2023,5/3/2023,OTF SAN MATEO 650-4870404 CA,4.39,Travel/ Entertainment
5/3/2023,5/3/2023,STORE*STICK & STEAM 6506819470 CAAPPLE PAY ENDING IN 1455,29.59,Restaurants
5/3/2023,5/3/2023,VENMO *ASACKOFPOTATOE 312-257-2300 NY,45.41,Restaurants
5/4/2023,5/4/2023,AMZN MKTP US*L72039SM3 AMZN.COM/BILLWA7I09WRJXWE2,98.65,Merchandise
5/4/2023,5/4/2023,COURSRA155309EGAS725U 650-963-9884 CA,49,Education
5/4/2023,5/4/2023,COURSRA92N5SOTLK7TT8U 650-963-9884 CA,49,Education
5/4/2023,5/4/2023,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
5/4/2023,5/4/2023,INTERVIEW QUERY 6504513704 CA,59,Services
5/4/2023,5/4/2023,SP MANDUKA 3104261495 CAAPPLE PAY ENDING IN 1455,109.63,Merchandise
5/4/2023,5/4/2023,SP PACSAFE 2067227233 WA,96.47,Merchandise
5/4/2023,5/4/2023,SPROUTS FARMERS MARSSS DALY CITY CA,110.58,Supermarkets
5/4/2023,5/4/2023,TARGET 00014076091 DALY CITY CA,54.5,Supermarkets
5/6/2023,5/6/2023,ATI10845-05060180 310-627-2866 CAAPPLE PAY ENDING IN 1455,33.2,Travel/ Entertainment
5/6/2023,5/6/2023,CENTURY THEATRES 494 SAN BRUNO CA0494008A7A38,10.95,Travel/ Entertainment
5/6/2023,5/6/2023,PP*COASTAL CURL OAKLAND CA,150,Services
5/6/2023,5/6/2023,SQ *MATCHA CAFE MAIKO SAN FRANCISCOCA0001152921512757654100,12.86,Restaurants
5/7/2023,5/7/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD6V6T19A0,9.99,Merchandise
5/7/2023,5/7/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD6MTHKDA0,38.14,Merchandise
5/7/2023,5/7/2023,CRUMBL* SHIPPING 8014101313 UT,68.04,Supermarkets
5/7/2023,5/7/2023,DAISO BA07 JPN TOWN UBOC SAN FRANCISCOCA,4.75,Merchandise
5/7/2023,5/7/2023,SQ *THE EPICUREAN TRAD SAN FRANCISCOCA0001152921512760635944,44.49,Supermarkets
5/7/2023,5/7/2023,WEST COAST CONFECTION 4252207805 CA,40,Merchandise
5/8/2023,5/8/2023,7-ELEVEN 27768 SUNNYVALE CA,7.23,Gasoline
5/8/2023,5/8/2023,AAA REDWOOD CITY REDWOOD CITY CA22314,20,Services
5/8/2023,5/8/2023,SQ *TACOS EL NOA NOA SUNNYVALE CA0001152921512766409329,13.35,Restaurants
5/9/2023,5/9/2023,BERT'S STADIUM SPORTS BA SUNNYVALE CA,60,Restaurants
5/9/2023,5/9/2023,CITY OF SM PW PARKING ME SAN MATEO CA,1,Services
5/9/2023,5/9/2023,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0RE6BVI,72.99,Services
5/9/2023,5/9/2023,TST* CHE FICO SAN FRANCISCOCA00043356011644879331AA,96.47,Restaurants
5/9/2023,5/9/2023,USPS PO 0568940251 SAN MATEO CA,38.18,Government Services
5/10/2023,5/10/2023,CHIPOTLE 2028 SAN MATEO CA,13.7,Restaurants
5/10/2023,5/10/2023,WHOLEFDS SMT 10150 SAN MATEO CA,61.62,Supermarkets
5/11/2023,5/11/2023,AFFIRM.COM PAYMENTS 8554233729 CA,51.52,Merchandise
5/11/2023,5/11/2023,AMZN MKTP US*1Q97M66P3 AMZN.COM/BILLWA31PBDZEL4IV,35.68,Merchandise
5/11/2023,5/11/2023,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWD73MWTBA0,16.95,Merchandise
5/11/2023,5/11/2023,CCBILL.COM 888-5969279 AZ,9.66,Merchandise
5/11/2023,5/11/2023,UBER TRIP 866-576-1039 CA,1,Travel/ Entertainment
5/11/2023,5/11/2023,UBER TRIP 866-576-1039 CA,3,Travel/ Entertainment
